0,2.37458837341891,2.18662845170472,0,0,2.59405256144498,0,2.18803317369721,0,0,0,0,0,0,0,1.51040875805983,0,0,0,3.26533630129078,0,0,0,0,0,0,0,0,2.84191460246372,2.54885537438827,1.69242227936242,0,0,3.0187024374662,0,2.8628139487241,0,4.8239585883815,0,0,0,0,4.11008729867085,2.44463275065006,0,0,0,0,0,0,0,4.03113910022219,0,0,3.22195294762445,0,0,0,0,0,4.26745685126993,0,0,0,3.73528094627233,0,0,0,0,0,2.93985593310999,0,0,0,0,0,2.70624761483589,2.30592188645848,0,3.44665300124126,2.52069886019704,0,0,0,2.13632504428067,2.54958038994987,0,0,0,2.67508018186464,0,2.41442153948435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3960306827579,0,0,0,0,0,2.27715511325224,0,0,3.41577816572189,3.04309498762022,0,0,2.21884704134939,2.03601285320469,1.63737291795539,0,0,0,2.35926157205627,0,2.66756327108501,0,1.61716244392321,0,0,2.76651592364488,0,0,0,0,0,0,1.4414564126099,0,0,2.01235061925175,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81548135419864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65306677482331,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61683879892166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60616891795693,0,0,0,0,0,0,0,0,0,0,0,3.74128838109599,0,0,0,0,2.5642112138591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30592188645848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80564332218446,0,0,0,0,0,0,0,2.21884704134939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24558564902964,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.97296240954775,0,0,0,0,0,0,1.74538954177025,0,0,0,0,0,0,0,0,0,0,0,2.18452599399909,0,0,0,0,0,3.14256138315224,0,3.16445076684326,0,0,0,0,0,2.36667061299137,2.05092217194084,1.91255137370802,0,0,2.44463275065006,0,0,0,0,2.3010565219101,0,0,2.69673702406138,0,0,2.20007408950475,3.25091294312421,2.04680061763826,0,2.71235409996139,2.15972018187776,2.54343727095434,0,0,0,2.41813887907502,0,0,0,0,0,1.70079124520676,0,0,2.08286154764409,2.37724451201169,0,1.73301070682149,2.30592188645848,0,2.4097979952674,1.57120184588599,0,3.23906284578818,0,2.76861331771045,2.18242906305262,0,2.34591950947395,0,2.67508018186464,0,2.41442153948435,0,0,2.55430803147033,0,0,0,0,0,2.22324230506417,2.33236965435157,0,1.85214172938703,2.48164350665369,2.82721013683314,2.53483916585231,0,0,3.49961571801659,0,1.78512374481266,1.9650079517119,0,0,0,0,2.84229485571925,0,2.19864806512107,2.23136316258404,0,2.55175913202994,0,0,2.64783013436272,2.45430120071192,0,0,2.77118359172179,0,0,0,2.87073672672258,1.63737291795539,0,0,0,0,0,2.66756327108501,2.95655166898559,1.61716244392321,0,0,2.13435161104235,0,0,1.66895739931668,0,2.03225817610354,0,2.00870984774181,0,1.87095651088925,2.01235061925175,1.64021460899844,0,0,0,2.31409562022533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31409562022533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
