0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1958036179497,0,0,2.2058037184276,2.72318831214722,2.25546304997313,0,0,0,0,1.45389783447399,2.98309955164523,2.27558632983163,0,0,2.11104849373699,1.75997972320867,2.06733017882435,0,2.05893353745871,1.81980107206879,0,0,3.09092314297221,0,0,0,0,2.42374604759705,0,0,0.994146717892255,0,0,0,0.967283916001554,0,0,0,0,0,0,0,0,2.27063838116533,0,0,3.50857353760017,2.94538684653599,0,0,0,2.07490480383403,0,2.20174100159341,0,0,0,0,0,0,2.2029337810686,2.39698667742422,1.97965568232051,0,0,0,1.33819293609315,0,0,1.99972922083907,0,1.19069827311724,0,0,0,0,0,0.928955294715477,0,0,0,0,0,0,0,1.37522235501567,2.42562348177185,2.25699340106876,0,1.86770977587311,0,1.98342992507697,0,0,1.84179578144619,0,0,0,0,0,0,0,0,0,0.996727839079524,2.15498549876768,2.78914930889747,1.69568501583596,0,0,0,0,0,0,1.70446178781307,0,0,1.61232414870373,2.68848413023485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21849288821875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.56969347007338,2.89558133633711,0,0,0,0,0,0,0,0,1.66200281472335,0,0,0,0,0,0.99489805080823,0,0,0,0,0,1.49331900739504,2.13303872768881,0,0,0,0,0,0,0,0,0,0,0,0,0.994146717892255,0,0,0,0.967283916001554,0,0,0,0,0,1.1311041336747,1.70079124520676,0,0,2.24937039673295,0,0,0,0,0,1.3248624886817,0,0,0,3.40633479421186,0,1.66930699635023,0,1.63854157694835,0,0,2.39698667742422,0,0,0,0,0,0,0,0,0,0,0,2.09339073934587,2.45332933989141,0,2.08656151198565,0,0,0,0,0,2.11168655381106,0,0,1.37522235501567,0,0,0,2.48047245816107,0,2.34194440753899,0,0,0,3.39327216411066,0,1.75048145574537,0,0,0,0,0,1.51482301960555,0,2.15498549876768,0,0,0,3.51768949631271,0,1.19309371701908,0,0,1.17841274408665,0,0,1.61232414870373,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6802341060118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21849288821875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69623030901789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2.07125975698358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71564303847989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04153363933547,0,1.17841274408665,0,0,0,0
0,0,0,2.43602524057995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66200281472335,0,0,0,0,0,0.99489805080823,0,1.42038944920325,0,0,1.75997972320867,0,0,0,1.27684645023173,1.35909825581992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32280215749681,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26352981208458,2.54343727095434,0,0,0,0,1.41588345537646,0,0,0,0,0,0,1.99972922083907,0,0,2.4162781433989,0,0,2.27323881172233,0,0,1.93603268455258,0,0,0,0,0,0,0,1.81720613488922,0,0,0,0,0,1.68379647975265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69568501583596,0,0,0,0,0,0,0,0,1.59581825460255,0,0
0,0,0,0,0,0,0,0,0,0,3.3305666659823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26895255136303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69568501583596,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11168655381106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27461380144348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
