0,0,0,0,1.77223763278726,1.34982090636045,0,2.21568756245538,0,2.78142183492781,1.66243540375134,0,0,1.14640009004151,2.2754743895163,0,1.69896325515062,1.39111364755584,0,0,0,0,0,0,0,1.298798341242,2.99856294659861,1.23311597111157,0,0,0,2.1065965598764,3.47351804324178,1.54529530381241,1.47654809743715,1.93215158075747,0,0,0.918426038921485,0.896049556929359,0,0,1.28171438407331,1.26339964055808,1.50976755334102,0,0,0,0,0,0,0,2.23582745870222,0,1.38479623349887,1.07390361942988,1.6404659218455,1.05609343683579,0,1.38907579497472,2.32818064018301,1.25276296849537,1.15088655321474,0,0,0,0,1.14552206148921,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54307728264287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07390361942988,0.712652211858837,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.796484218315848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.81617406672234,0,0.608990501483842,1.04353978703592,0,0.809820707614771,1.52444614822839,0,0,0,0,0,1.80841001091846,0,0.966475920682752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2291666626699,0,0,0,1.54522274274487,1.53822267255748,0,0,1.38479623349887,0,0,0,0,0,0,0,0,0.935397933011595,1.01847621421293,0,0,0,0.95580692783618
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07276333681275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777132673407159,0,0,1.10953031058751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.726598276564509,0.608990501483842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08286393169997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01521027437673,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.797958094665053,0,0,0,0.796484218315848,0,0.726598276564509,0,1.32411954536262,0,0,0,0,0,0,0,0,0,1.92345057614994,0.966475920682752,1.07276333681275,0,0,0,0,0,0,0,0,1.04544991659732,0,0,0,1.13581752018379,0,0,0,0,0,0.612917672615886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04796855584935,0,0,0,0,0,0,0,0
0,0,0,0,0,0.887219169860531,0,0,0,1.25950002519192,0,0.984752365144198,1.32411954536262,1.14640009004151,0.809820707614771,0,0,0,1.55893456990057,0,2.18779888163186,0,2.54074104964204,0,0,1.60890479233617,1.75166176372084,0,1.44121011871601,0,0,0,1.08286393169997,0,0,0,0,1.13581752018379,0,0,0.970428689693086,0,0,0.612917672615886,0.777132673407159,1.0972807305486,0,0,0,0,0,0.796952557085343,1.33097709372926,0,0,1.07390361942988,2.11332966777255,1.05609343683579,0,0.918516497523683,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.887219169860531,0,0,0.796484218315848,0,0,0,0,1.14640009004151,0,0,0,0,1.55893456990057,0,0,0,0,0,0,0,0,0,0,0,1.05013794233015,1.03142284418031,0,1.04544991659732,0,0,0,0,0,0,0,0,0,0,0,1.60783982979275,0,0,0,0,0.653498449969489,0.796952557085343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95580692783618
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
